Date,Country,Population,Total_Tests,Total_Cases,Total_Deaths,Total_Recovered,Active_Cases,New Cases,New Deaths,Percentage_Positive
2020/05/13,Andorra,77293,1673,760,49,576,135,,,0.983271448
2020/05/14,Andorra,77293,1673,761,49,596,116,,,0.984565226
2020/05/15,Andorra,77293,1673,761,49,604,108,,,0.984565226
2020/05/16,Andorra,77293,3750,761,51,615,95,,,0.984565226
2020/05/17,Andorra,77293,3750,761,51,617,93,,,0.984565226
2020/05/18,Andorra,77293,3750,761,51,624,86,,,0.984565226
2020/05/19,Andorra,77293,3750,761,51,628,82,,,0.984565226
2020/05/20,Andorra,77293,3750,762,51,639,72,,,0.985859004
2020/05/21,Andorra,77293,3750,762,51,639,72,,,0.985859004
2020/05/22,Andorra,77293,3750,762,51,652,59,,,0.985859004
2020/05/23,Andorra,77293,3750,762,51,653,58,,,0.985859004
2020/05/24,Andorra,77293,3750,762,51,653,58,,,0.985859004
2020/05/25,Andorra,77293,3750,763,51,663,49,,,0.987152782
2020/05/26,Andorra,77293,3750,763,51,676,36,,,0.987152782
2020/05/27,Andorra,77293,3750,763,51,676,36,,,0.987152782
2020/05/28,Andorra,77293,3750,763,51,681,31,,,0.987152782
2020/05/29,Andorra,77293,3750,764,51,684,29,,,0.98844656
2020/05/30,Andorra,77293,3750,764,51,692,21,,,0.98844656
2020/05/31,Andorra,77293,3750,764,51,694,19,,,0.98844656
2020/06/01,Andorra,77293,3750,765,51,698,16,,,0.989740339
2020/06/02,Andorra,77293,3750,844,51,733,60,,,1.091948818
2020/06/03,Andorra,77293,3750,851,51,735,65,,,1.101005266
2020/06/04,Andorra,77293,3750,852,51,738,63,,,1.102299044
2020/06/05,Andorra,77293,3750,852,51,741,60,,,1.102299044
2020/06/06,Andorra,77293,3750,852,51,741,60,,,1.102299044
2020/06/07,Andorra,77293,3750,852,51,744,57,,,1.102299044
2020/06/08,Andorra,77293,3750,852,51,751,50,,,1.102299044
2020/06/09,Andorra,77293,3750,852,51,757,44,,,1.102299044
2020/06/10,Andorra,77293,3750,852,51,759,42,,,1.102299044
2020/06/11,Andorra,77293,3750,852,51,780,21,,,1.102299044
2020/06/12,Andorra,77293,3750,853,51,781,21,,,1.103592822
2020/06/13,Andorra,77293,3750,853,51,781,21,,,1.103592822
2020/06/14,Andorra,77293,3750,853,51,781,21,,,1.103592822
2020/06/15,Andorra,77293,3750,853,51,789,13,,,1.103592822
2020/06/16,Andorra,77293,3750,854,52,789,13,,,1.1048866
2020/06/17,Andorra,77293,3750,854,52,791,11,,,1.1048866
2020/06/18,Andorra,77293,3750,855,52,792,11,,,1.106180379
2020/06/19,Andorra,77293,3750,855,52,792,11,,,1.106180379
2020/06/20,Andorra,77293,3750,855,52,792,11,,,1.106180379
2020/06/21,Andorra,77293,3750,855,52,792,11,,,1.106180379
2020/06/22,Andorra,77293,3750,855,52,796,7,,,1.106180379
2020/06/23,Andorra,77293,3750,855,52,797,6,,,1.106180379
2020/06/24,Andorra,77293,3750,855,52,797,6,,,1.106180379
2020/06/25,Andorra,77293,3750,855,52,797,6,,,1.106180379
2020/06/26,Andorra,77293,3750,855,52,799,4,,,1.106180379
2020/06/27,Andorra,77293,3750,855,52,799,4,,,1.106180379
2020/06/28,Andorra,77293,3750,855,52,799,4,,,1.106180379
2020/06/29,Andorra,77293,3750,855,52,799,4,,,1.106180379
2020/06/30,Andorra,77293,3750,855,52,799,4,,,1.106180379
2020/07/01,Andorra,77293,3750,855,52,799,4,,,1.106180379
2020/07/02,Andorra,77293,3750,855,52,800,3,,,1.106180379
2020/07/03,Andorra,77293,3750,855,52,800,3,,,1.106180379
2020/07/04,Andorra,77293,3750,855,52,800,3,,,1.106180379
2020/07/05,Andorra,77293,3750,855,52,800,3,,,1.106180379
2020/07/06,Andorra,77293,3750,855,52,800,3,,,1.106180379
2020/07/07,Andorra,77293,3750,855,52,800,3,,,1.106180379
2020/07/08,Andorra,77293,3750,855,52,802,1,,,1.106180379
2020/07/09,Andorra,77293,3750,855,52,802,1,,,1.106180379
2020/07/10,Andorra,77293,3750,855,52,803,0,,,1.106180379
2020/07/11,Andorra,77293,3750,855,52,803,0,,,1.106180379
2020/07/12,Andorra,77293,3750,855,52,803,0,,,1.106180379
2020/07/13,Andorra,77293,3750,858,52,803,3,,,1.110061713
2020/07/14,Andorra,77293,3750,861,52,803,6,,,1.113943048
2020/07/15,Andorra,77293,3750,861,52,803,6,,,1.113943048
2020/07/16,Andorra,77293,3750,877,52,803,22,,,1.134643499
2020/07/17,Andorra,77293,3750,880,52,803,25,,,1.138524834
2020/07/18,Andorra,77293,3750,880,52,803,25,,,1.138524834
2020/07/19,Andorra,77293,3750,880,52,803,25,,,1.138524834
2020/07/20,Andorra,77293,3750,884,52,803,29,,,1.143699947
2020/07/21,Andorra,77293,3750,884,52,803,29,,,1.143699947
2020/07/22,Andorra,77293,3750,889,52,803,34,,,1.150168838
2020/07/23,Andorra,77293,3750,889,52,803,34,,,1.150168838
2020/07/24,Andorra,77293,3750,897,52,803,42,,,1.160519064
2020/07/25,Andorra,77293,3750,897,52,803,42,,,1.160519064
2020/07/26,Andorra,77293,3750,897,52,803,42,,,1.160519064
2020/07/27,Andorra,77293,3750,907,52,803,52,,,1.173456846
2020/07/28,Andorra,77293,3750,907,52,803,52,,,1.173456846
2020/07/29,Andorra,77293,3750,918,52,804,62,,,1.187688406
2020/07/30,Andorra,77293,3750,922,52,806,64,,,1.192863519
2020/07/31,Andorra,77293,3750,925,52,807,66,,,1.196744854
2020/08/01,Andorra,77293,3750,925,52,807,66,,,1.196744854
2020/08/02,Andorra,77293,3750,925,52,807,66,,,1.196744854
2020/08/03,Andorra,77293,3750,937,52,821,64,,,1.212270193
2020/08/04,Andorra,77293,3750,939,52,825,62,,,1.214857749
2020/08/05,Andorra,77293,3750,939,52,825,62,,,1.214857749
2020/08/06,Andorra,77293,3750,944,52,828,64,,,1.22132664
2020/08/07,Andorra,77293,3750,955,52,839,64,,,1.235558201
2020/08/08,Andorra,77293,3750,955,52,839,64,,,1.235558201
2020/08/09,Andorra,77293,3750,955,52,839,64,,,1.235558201
2020/08/10,Andorra,77293,3750,963,52,839,72,,,1.245908426
2020/08/11,Andorra,77293,3750,963,52,839,72,,,1.245908426
2020/08/12,Andorra,77293,3750,977,53,855,69,,,1.264021321
2020/08/13,Andorra,77293,3750,981,53,858,70,,,1.269196434
2020/08/14,Andorra,77293,3750,989,53,863,73,,,1.27954666
2020/08/15,Andorra,77293,3750,989,53,863,73,,,1.27954666
2020/08/16,Andorra,77293,3750,989,53,863,73,,,1.27954666
2020/08/17,Andorra,77293,3750,1005,53,869,83,,,1.300247112
2020/08/18,Andorra,77293,3750,1005,53,869,83,,,1.300247112
2020/08/19,Andorra,77293,3750,1024,53,875,96,,,1.324828898
2020/08/20,Andorra,77293,137457,1024,53,875,96,,,1.324828898
2020/08/21,Andorra,77293,137457,1045,53,875,117,,,1.35199824
2020/08/22,Andorra,77293,137457,1045,53,875,117,,,1.35199824
2020/08/23,Andorra,77293,137457,1045,53,875,117,,,1.35199824
2020/08/24,Andorra,77293,137457,1060,53,877,130,,,1.371404914
2020/08/25,Andorra,77293,137457,1060,53,877,130,,,1.371404914
2020/08/26,Andorra,77293,137457,1098,53,893,152,,,1.420568486
2020/08/27,Andorra,77293,137457,1098,53,893,152,,,1.420568486
2020/08/28,Andorra,77293,137457,1124,53,902,169,,,1.45420672
2020/08/29,Andorra,77293,137457,1124,53,902,169,,,1.45420672
2020/08/30,Andorra,77293,137457,1124,53,902,169,,,1.45420672
2020/08/31,Andorra,77293,137457,1176,53,908,215,,,1.521483187
2020/09/01,Andorra,77293,137457,1184,53,908,223,,,1.531833413
2020/09/02,Andorra,77293,137457,1199,53,909,237,,,1.551240086
2020/09/03,Andorra,77293,137457,1199,53,909,237,,,1.551240086
2020/09/04,Andorra,77293,137457,1215,53,928,234,,,1.571940538
2020/09/05,Andorra,77293,137457,1215,53,928,234,,,1.571940538
2020/09/06,Andorra,77293,137457,1215,53,928,234,,,1.571940538
2020/09/07,Andorra,77293,137457,1261,53,934,274,,,1.631454336
2020/09/08,Andorra,77293,137457,1261,53,934,274,,,1.631454336
2020/09/09,Andorra,77293,137457,1301,53,938,310,,,1.683205465
2020/09/10,Andorra,77293,137457,1301,53,938,310,,,1.683205465
2020/09/11,Andorra,77293,137457,1344,53,943,348,,,1.738837928
2020/09/12,Andorra,77293,137457,1344,53,943,348,,,1.738837928
2020/09/13,Andorra,77293,137457,1344,53,943,348,,,1.738837928
2020/09/14,Andorra,77293,137457,1438,53,945,440,,,1.860453081
2020/09/15,Andorra,77293,137457,1438,53,945,440,,,1.860453081
2020/09/16,Andorra,77293,137457,1483,53,1054,376,,,1.918673101
2020/09/17,Andorra,77293,137457,1483,53,1054,376,,,1.918673101
2020/09/18,Andorra,77293,137457,1564,53,1164,347,,,2.023469137
2020/09/19,Andorra,77293,137457,1564,53,1164,347,,,2.023469137
2020/09/20,Andorra,77293,137457,1564,53,1164,347,,,2.023469137
2020/05/01,Angola,33085398,481,30,2,11,17,,,9.06744E-05
2020/05/02,Angola,33085398,481,35,2,11,22,,,0.000105787
2020/05/03,Angola,33085398,481,35,2,11,22,,,0.000105787
2020/05/04,Angola,33085398,3000,35,2,11,22,,,0.000105787
2020/05/05,Angola,33085398,3000,36,2,11,23,,,0.000108809
2020/05/06,Angola,33085398,3000,36,2,11,23,,,0.000108809
2020/05/07,Angola,33085398,3000,36,2,11,23,,,0.000108809
2020/05/08,Angola,33085398,3000,43,2,11,30,,,0.000129967
2020/05/09,Angola,33085398,3000,43,2,13,28,,,0.000129967
2020/05/10,Angola,33085398,3000,43,2,13,28,,,0.000129967
2020/05/11,Angola,33085398,3000,45,2,13,30,,,0.000136012
2020/05/12,Angola,33085398,3000,45,2,13,30,,,0.000136012
2020/05/13,Angola,33085398,3000,45,2,14,29,,,0.000136012
2020/05/14,Angola,33085398,6136,48,2,14,32,,,0.000145079
2020/05/15,Angola,33085398,6136,48,2,17,29,,,0.000145079
2020/05/16,Angola,33085398,6136,48,2,17,29,,,0.000145079
2020/05/17,Angola,33085398,6136,48,2,17,29,,,0.000145079
2020/05/18,Angola,33085398,6136,50,3,17,30,,,0.000151124
2020/05/19,Angola,33085398,6136,52,3,17,32,,,0.000157169
2020/05/20,Angola,33085398,6136,52,3,17,32,,,0.000157169
2020/05/21,Angola,33085398,6136,58,3,17,38,,,0.000175304
2020/05/22,Angola,33085398,6136,60,3,17,40,,,0.000181349
2020/05/23,Angola,33085398,10000,61,4,18,39,,,0.000184371
2020/05/24,Angola,33085398,10000,69,4,18,47,,,0.000208551
2020/05/25,Angola,33085398,10000,70,4,18,48,,,0.000211574
2020/05/26,Angola,33085398,10000,70,4,18,48,,,0.000211574
2020/05/27,Angola,33085398,10000,71,4,18,49,,,0.000214596
2020/05/28,Angola,33085398,10000,74,4,18,52,,,0.000223664
2020/05/29,Angola,33085398,10000,81,4,18,59,,,0.000244821
2020/05/30,Angola,33085398,10000,84,4,18,62,,,0.000253888
2020/05/31,Angola,33085398,10000,86,4,18,64,,,0.000259933
2020/06/01,Angola,33085398,10000,86,4,18,64,,,0.000259933
2020/06/02,Angola,33085398,10000,86,4,18,64,,,0.000259933
2020/06/03,Angola,33085398,10000,86,4,18,64,,,0.000259933
2020/06/04,Angola,33085398,10000,86,4,18,64,,,0.000259933
2020/06/05,Angola,33085398,10000,86,4,21,61,,,0.000259933
2020/06/06,Angola,33085398,10000,88,4,24,60,,,0.000265978
2020/06/07,Angola,33085398,10000,91,4,24,63,,,0.000275046
2020/06/08,Angola,33085398,10000,92,4,38,50,,,0.000278068
2020/06/09,Angola,33085398,10000,96,4,38,54,,,0.000290158
2020/06/10,Angola,33085398,10000,113,4,40,69,,,0.00034154
2020/06/11,Angola,33085398,10000,118,5,41,72,,,0.000356653
2020/06/12,Angola,33085398,10000,130,5,42,83,,,0.000392923
2020/06/13,Angola,33085398,10000,138,6,61,71,,,0.000417102
2020/06/14,Angola,33085398,10000,140,6,61,73,,,0.000423147
2020/06/15,Angola,33085398,10000,142,6,64,72,,,0.000429192
2020/06/16,Angola,33085398,10000,148,6,64,78,,,0.000447327
2020/06/17,Angola,33085398,10000,155,7,64,84,,,0.000468485
2020/06/18,Angola,33085398,10000,166,8,64,94,,,0.000501732
2020/06/19,Angola,33085398,10000,172,8,66,98,,,0.000519867
2020/06/20,Angola,33085398,10000,176,9,66,101,,,0.000531957
2020/06/21,Angola,33085398,10000,183,9,77,97,,,0.000553114
2020/06/22,Angola,33085398,10000,186,10,77,99,,,0.000562182
2020/06/23,Angola,33085398,10000,189,10,77,102,,,0.000571249
2020/06/24,Angola,33085398,10000,197,10,77,110,,,0.000595429
2020/06/25,Angola,33085398,10000,212,10,81,121,,,0.000640766
2020/06/26,Angola,33085398,10000,212,10,81,121,,,0.000640766
2020/06/27,Angola,33085398,10000,259,10,81,168,,,0.000782823
2020/06/28,Angola,33085398,10000,267,11,81,175,,,0.000807003
2020/06/29,Angola,33085398,10000,276,11,93,172,,,0.000834205
2020/06/30,Angola,33085398,10000,284,13,93,178,,,0.000858385
2020/07/01,Angola,33085398,10000,291,15,97,179,,,0.000879542
2020/07/02,Angola,33085398,10000,315,17,97,201,,,0.000952082
2020/07/03,Angola,33085398,10000,328,18,107,203,,,0.000991374
2020/07/04,Angola,33085398,10000,346,19,108,219,,,0.001045779
2020/07/05,Angola,33085398,10000,346,19,108,219,,,0.001045779
2020/07/06,Angola,33085398,10000,346,19,108,219,,,0.001045779
2020/07/07,Angola,33085398,10000,386,21,117,248,,,0.001166678
2020/07/08,Angola,33085398,10000,386,21,117,248,,,0.001166678
2020/07/09,Angola,33085398,10000,396,22,117,257,,,0.001196903
2020/07/10,Angola,33085398,10000,458,23,117,318,,,0.001384296
2020/07/11,Angola,33085398,10000,462,23,118,321,,,0.001396386
2020/07/12,Angola,33085398,10000,483,25,118,340,,,0.001459859
2020/07/13,Angola,33085398,10000,525,26,118,381,,,0.001586803
2020/07/14,Angola,33085398,10000,541,26,118,397,,,0.001635162
2020/07/15,Angola,33085398,10000,576,27,124,425,,,0.001740949
2020/07/16,Angola,33085398,10000,607,28,124,455,,,0.001834646
2020/07/17,Angola,33085398,10000,638,29,199,410,,,0.001928343
2020/07/18,Angola,33085398,10000,687,29,210,448,,,0.002076445
2020/07/19,Angola,33085398,10000,705,29,221,455,,,0.002130849
2020/07/20,Angola,33085398,10000,749,29,221,499,,,0.002263839
2020/07/21,Angola,33085398,10000,779,30,221,528,,,0.002354513
2020/07/22,Angola,33085398,10000,812,33,221,558,,,0.002454255
2020/07/23,Angola,33085398,10000,851,33,236,582,,,0.002572132
2020/07/24,Angola,33085398,10000,880,35,241,604,,,0.002659784
2020/07/25,Angola,33085398,10000,916,39,242,635,,,0.002768593
2020/07/26,Angola,33085398,10000,932,40,242,650,,,0.002816953
2020/07/27,Angola,33085398,10000,950,41,242,667,,,0.002871357
2020/07/28,Angola,33085398,59052,1000,47,266,687,,,0.003022481
2020/07/29,Angola,33085398,59052,1078,48,301,729,,,0.003258235
2020/07/30,Angola,33085398,63371,1109,51,395,663,,,0.003351932
2020/07/31,Angola,33085398,63371,1148,52,437,659,,,0.003469809
2020/08/01,Angola,33085398,64109,1164,54,460,650,,,0.003518168
2020/08/02,Angola,33085398,64109,1199,55,461,683,,,0.003623955
2020/08/03,Angola,33085398,64747,1280,58,476,746,,,0.003868776
2020/08/04,Angola,33085398,64747,1344,59,503,782,,,0.004062215
2020/08/05,Angola,33085398,64747,1395,62,506,827,,,0.004216362
2020/08/06,Angola,33085398,64747,1483,64,520,899,,,0.00448234
2020/08/07,Angola,33085398,64747,1538,67,544,927,,,0.004648576
2020/08/08,Angola,33085398,64747,1572,70,564,938,,,0.004751341
2020/08/09,Angola,33085398,64747,1672,75,567,1030,,,0.005053589
2020/08/10,Angola,33085398,64747,1679,78,569,1032,,,0.005074746
2020/08/11,Angola,33085398,64747,1735,80,575,1080,,,0.005244005
2020/08/12,Angola,33085398,64747,1762,80,577,1105,,,0.005325612
2020/08/13,Angola,33085398,64747,1815,80,577,1158,,,0.005485804
2020/08/14,Angola,33085398,64747,1852,86,584,1182,,,0.005597636
2020/08/15,Angola,33085398,64747,1879,86,628,1165,,,0.005679243
2020/08/16,Angola,33085398,64747,1906,88,628,1190,,,0.00576085
2020/08/17,Angola,33085398,64747,1935,88,632,1215,,,0.005848502
2020/08/18,Angola,33085398,64747,1966,90,667,1209,,,0.005942198
2020/08/19,Angola,33085398,64747,2015,92,698,1225,,,0.0060903
2020/08/20,Angola,33085398,64747,2044,93,742,1209,,,0.006177952
2020/08/21,Angola,33085398,64747,2068,94,804,1170,,,0.006250492
2020/08/22,Angola,33085398,64747,2134,94,814,1226,,,0.006449975
2020/08/23,Angola,33085398,64747,2171,96,818,1257,,,0.006561807
2020/08/24,Angola,33085398,64747,2222,100,877,1245,,,0.006715954
2020/08/25,Angola,33085398,64747,2283,102,977,1204,,,0.006900325
2020/08/26,Angola,33085398,64747,2332,103,977,1252,,,0.007048427
2020/08/27,Angola,33085398,64747,2415,105,1335,975,,,0.007299293
2020/08/28,Angola,33085398,64747,2471,106,1028,1337,,,0.007468552
2020/08/29,Angola,33085398,64747,2551,107,1041,1403,,,0.00771035
2020/08/30,Angola,33085398,64747,2624,107,1063,1454,,,0.007930991
2020/08/31,Angola,33085398,64747,2654,108,1071,1475,,,0.008021666
2020/09/01,Angola,33085398,64747,2729,109,1084,1536,,,0.008248352
2020/09/02,Angola,33085398,64747,2777,112,1115,1550,,,0.008393431
2020/09/03,Angola,33085398,64747,2805,113,1144,1548,,,0.00847806
2020/09/04,Angola,33085398,64747,2876,115,1167,1594,,,0.008692657
2020/09/05,Angola,33085398,64747,2935,117,1192,1626,,,0.008870983
2020/09/06,Angola,33085398,64747,2965,117,1198,1650,,,0.008961657
2020/09/07,Angola,33085398,64747,2981,120,1215,1646,,,0.009010017
2020/09/08,Angola,33085398,64747,3033,124,1215,1694,,,0.009167186
2020/09/09,Angola,33085398,64747,3092,126,1245,1721,,,0.009345512
2020/09/10,Angola,33085398,64747,3217,130,1277,1810,,,0.009723323
2020/09/11,Angola,33085398,64747,3279,131,1288,1860,,,0.009910717
2020/09/12,Angola,33085398,64747,3335,132,1289,1914,,,0.010079975
2020/09/13,Angola,33085398,64747,3388,134,1301,1953,,,0.010240167
2020/09/14,Angola,33085398,65951,3439,136,1324,1979,,,0.010394314
2020/09/15,Angola,33085398,65951,3569,139,1332,2098,,,0.010787236
2020/09/16,Angola,33085398,65951,3675,143,1401,2131,,,0.011107619
2020/09/17,Angola,33085398,65951,3789,144,1405,2240,,,0.011452182
2020/09/18,Angola,33085398,65951,3848,147,1443,2258,,,0.011630508
2020/09/19,Angola,33085398,65951,3901,147,1445,2309,,,0.0117907
2020/09/20,Angola,33085398,65951,3991,152,1445,2394,,,0.012062723
2020/04/18,Antigua and Barbuda,98112,73,23,3,3,17,,,0.023442596
2020/04/19,Antigua and Barbuda,98112,73,23,3,3,17,,,0.023442596
2020/04/20,Antigua and Barbuda,98112,73,23,3,3,17,,,0.023442596
2020/04/21,Antigua and Barbuda,98112,108,23,3,7,13,,,0.023442596
2020/04/22,Antigua and Barbuda,98112,108,24,3,10,11,,,0.02446184
2020/04/23,Antigua and Barbuda,98112,108,24,3,10,11,,,0.02446184
2020/04/24,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184
2020/04/25,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184
2020/04/26,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184
2020/04/27,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184
2020/04/28,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184
2020/04/29,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184
2020/04/30,Antigua and Barbuda,98112,113,24,3,11,10,,,0.02446184
2020/05/01,Antigua and Barbuda,98112,151,25,3,15,7,,,0.025481083
2020/05/02,Antigua and Barbuda,98112,151,25,3,15,7,,,0.025481083
2020/05/03,Antigua and Barbuda,98112,151,25,3,15,7,,,0.025481083
2020/05/04,Antigua and Barbuda,98112,151,25,3,15,7,,,0.025481083
2020/05/05,Antigua and Barbuda,98112,153,25,3,16,6,,,0.025481083
2020/05/06,Antigua and Barbuda,98112,153,25,3,16,6,,,0.025481083
2020/05/07,Antigua and Barbuda,98112,153,25,3,16,6,,,0.025481083
2020/05/08,Antigua and Barbuda,98112,153,25,3,16,6,,,0.025481083
2020/05/09,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/10,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/11,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/12,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/13,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/14,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/15,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/16,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/17,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/18,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/19,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/20,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/21,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/22,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/23,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/24,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/25,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/26,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/27,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/28,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/29,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/30,Antigua and Barbuda,98112,183,25,3,19,3,,,0.025481083
2020/05/31,Antigua and Barbuda,98112,183,26,3,19,4,,,0.026500326
2020/06/01,Antigua and Barbuda,98112,183,26,3,19,4,,,0.026500326
2020/06/02,Antigua and Barbuda,98112,246,26,3,19,4,,,0.026500326
2020/06/03,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326
2020/06/04,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326
2020/06/05,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326
2020/06/06,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326
2020/06/07,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326
2020/06/08,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326
2020/06/09,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326
2020/06/10,Antigua and Barbuda,98112,246,26,3,20,3,,,0.026500326
